Enlace,Periodo,Cap,Real,Img
1ROM-AGUA,01.__2021,"1,480.00",0.00,0.03
1ROM-AGUA,02.__2022,0.00,0.00,0.00
1ROM-AGUA,03.__2023,0.00,0.00,0.00
1ROM-AGUA,04.__2024,224.00,2.06,262.80
1ROM-AGUA,05.__2025,0.00,0.00,0.00
1ROM-AGUA,06.__2026,0.00,0.00,0.00
1ROM-AGUA,07.__2027,0.00,0.00,0.00
1ROM-AGUA,08.__2028,0.00,0.00,0.00
1ROM-AGUA,09.__2029,0.00,0.00,0.00
1ROM-AGUA,10.__2030,0.00,0.00,0.00
1ROM-AGUA,11.__2031,0.00,0.00,0.00
1ROM-AGUA,12.__2032,0.00,0.00,0.00
1ROM-AGUA,13.__2033,0.00,0.00,0.00
1ROM-AGUA,14.__2034,0.00,0.00,0.00
1ROM-AGUA,15.__2035,0.00,0.00,0.00
1ROM-AGUA,16.__2036,0.00,0.00,0.00
1ROM-AGUA,17.__2037,0.00,0.00,0.00
1ROM-AGUA,18.__2038,0.00,0.00,0.00
1ROM-AGUA,19.__2039,0.00,0.00,0.00
1ROM-AGUA,20.__2040,0.00,0.00,0.00
1ROM-AGUA,21.__2041,0.00,0.00,0.00
AGUA-LEON,01.__2021,"1,500.00",0.00,0.01
AGUA-LEON,02.__2022,0.00,0.00,0.00
AGUA-LEON,03.__2023,0.00,0.00,0.00
AGUA-LEON,04.__2024,0.00,0.00,0.00
AGUA-LEON,05.__2025,0.00,0.00,0.00
AGUA-LEON,06.__2026,350.00,0.69,73.39
AGUA-LEON,07.__2027,0.00,0.00,0.00
AGUA-LEON,08.__2028,0.00,0.00,0.00
AGUA-LEON,09.__2029,0.00,0.00,0.00
AGUA-LEON,10.__2030,0.00,0.00,0.00
AGUA-LEON,11.__2031,0.00,0.00,0.00
AGUA-LEON,12.__2032,0.00,0.00,0.00
AGUA-LEON,13.__2033,0.00,0.00,0.00
AGUA-LEON,14.__2034,0.00,0.00,0.00
AGUA-LEON,15.__2035,0.00,0.00,0.00
AGUA-LEON,16.__2036,0.00,0.00,0.00
AGUA-LEON,17.__2037,0.00,0.00,0.00
AGUA-LEON,18.__2038,0.00,0.00,0.00
AGUA-LEON,19.__2039,0.00,0.00,0.00
AGUA-LEON,20.__2040,0.00,0.00,0.00
AGUA-LEON,21.__2041,0.00,0.00,0.00
AGUA-SLP,01.__2021,"1,300.00",0.00,0.01
AGUA-SLP,02.__2022,0.00,0.00,0.00
AGUA-SLP,03.__2023,0.00,0.00,0.00
AGUA-SLP,04.__2024,0.00,0.00,0.00
AGUA-SLP,05.__2025,0.00,0.00,0.00
AGUA-SLP,06.__2026,0.00,0.00,0.00
AGUA-SLP,07.__2027,0.00,0.00,0.00
AGUA-SLP,08.__2028,0.00,0.00,0.00
AGUA-SLP,09.__2029,0.00,0.00,0.00
AGUA-SLP,10.__2030,0.00,0.00,0.00
AGUA-SLP,11.__2031,0.00,0.00,0.00
AGUA-SLP,12.__2032,0.00,0.00,0.00
AGUA-SLP,13.__2033,0.00,0.00,0.00
AGUA-SLP,14.__2034,0.00,0.00,0.00
AGUA-SLP,15.__2035,0.00,0.00,0.00
AGUA-SLP,16.__2036,0.00,0.00,0.00
AGUA-SLP,17.__2037,0.00,0.00,0.00
AGUA-SLP,18.__2038,0.00,0.00,0.00
AGUA-SLP,19.__2039,0.00,0.00,0.00
AGUA-SLP,20.__2040,0.00,0.00,0.00
AGUA-SLP,21.__2041,0.00,0.00,0.00
CAMA-CHIH,01.__2021,565.00,0.00,0.02
CAMA-CHIH,02.__2022,0.00,0.00,0.00
CAMA-CHIH,03.__2023,0.00,0.00,0.00
CAMA-CHIH,04.__2024,0.00,0.00,0.00
CAMA-CHIH,05.__2025,0.00,0.00,0.00
CAMA-CHIH,06.__2026,0.00,0.00,0.00
CAMA-CHIH,07.__2027,0.00,0.00,0.00
CAMA-CHIH,08.__2028,0.00,0.00,0.00
CAMA-CHIH,09.__2029,0.00,0.00,0.00
CAMA-CHIH,10.__2030,0.00,0.00,0.00
CAMA-CHIH,11.__2031,0.00,0.00,0.00
CAMA-CHIH,12.__2032,0.00,0.00,0.00
CAMA-CHIH,13.__2033,0.00,0.00,0.00
CAMA-CHIH,14.__2034,0.00,0.00,0.00
CAMA-CHIH,15.__2035,0.00,0.00,0.00
CAMA-CHIH,16.__2036,0.00,0.00,0.00
CAMA-CHIH,17.__2037,0.00,0.00,0.00
CAMA-CHIH,18.__2038,0.00,0.00,0.00
CAMA-CHIH,19.__2039,0.00,0.00,0.00
CAMA-CHIH,20.__2040,0.00,0.00,0.00
CAMA-CHIH,21.__2041,0.00,0.00,0.00
CANA-6ABR,01.__2021,440.00,0.01,0.04
CANA-6ABR,02.__2022,0.00,0.00,0.00
CANA-6ABR,03.__2023,0.00,0.00,0.00
CANA-6ABR,04.__2024,0.00,0.00,0.00
CANA-6ABR,05.__2025,0.00,0.00,0.00
CANA-6ABR,06.__2026,0.00,0.00,0.00
CANA-6ABR,07.__2027,0.00,0.00,0.00
CANA-6ABR,08.__2028,0.00,0.00,0.00
CANA-6ABR,09.__2029,0.00,0.00,0.00
CANA-6ABR,10.__2030,0.00,0.00,0.00
CANA-6ABR,11.__2031,0.00,0.00,0.00
CANA-6ABR,12.__2032,0.00,0.00,0.00
CANA-6ABR,13.__2033,0.00,0.00,0.00
CANA-6ABR,14.__2034,0.00,0.00,0.00
CANA-6ABR,15.__2035,0.00,0.00,0.00
CANA-6ABR,16.__2036,0.00,0.00,0.00
CANA-6ABR,17.__2037,0.00,0.00,0.00
CANA-6ABR,18.__2038,0.00,0.00,0.00
CANA-6ABR,19.__2039,0.00,0.00,0.00
CANA-6ABR,20.__2040,0.00,0.00,0.00
CANA-6ABR,21.__2041,0.00,0.00,0.00
CARA-LCAR,01.__2021,720.00,0.00,0.06
CARA-LCAR,02.__2022,0.00,0.00,0.00
CARA-LCAR,03.__2023,0.00,0.00,0.00
CARA-LCAR,04.__2024,0.00,0.00,0.00
CARA-LCAR,05.__2025,0.00,0.00,0.00
CARA-LCAR,06.__2026,0.00,0.00,0.00
CARA-LCAR,07.__2027,0.00,0.00,0.00
CARA-LCAR,08.__2028,530.00,0.00,0.03
CARA-LCAR,09.__2029,0.00,0.00,0.00
CARA-LCAR,10.__2030,0.00,0.00,0.00
CARA-LCAR,11.__2031,0.00,0.00,0.00
CARA-LCAR,12.__2032,0.00,0.00,0.00
CARA-LCAR,13.__2033,0.00,0.00,0.00
CARA-LCAR,14.__2034,0.00,0.00,0.00
CARA-LCAR,15.__2035,0.00,0.00,0.00
CARA-LCAR,16.__2036,0.00,0.00,0.00
CARA-LCAR,17.__2037,0.00,0.00,0.00
CARA-LCAR,18.__2038,0.00,0.00,0.00
CARA-LCAR,19.__2039,0.00,0.00,0.00
CARA-LCAR,20.__2040,0.00,0.00,0.00
CARA-LCAR,21.__2041,0.00,0.00,0.00
CARA-SALM,01.__2021,700.00,0.00,0.02
CARA-SALM,02.__2022,0.00,0.00,0.00
CARA-SALM,03.__2023,0.00,0.00,0.00
CARA-SALM,04.__2024,0.00,0.00,0.00
CARA-SALM,05.__2025,0.00,0.00,0.00
CARA-SALM,06.__2026,0.00,0.00,0.00
CARA-SALM,07.__2027,0.00,0.00,0.00
CARA-SALM,08.__2028,0.00,0.00,0.00
CARA-SALM,09.__2029,0.00,0.00,0.00
CARA-SALM,10.__2030,0.00,0.00,0.00
CARA-SALM,11.__2031,0.00,0.00,0.00
CARA-SALM,12.__2032,0.00,0.00,0.00
CARA-SALM,13.__2033,0.00,0.00,0.00
CARA-SALM,14.__2034,0.00,0.00,0.00
CARA-SALM,15.__2035,0.00,0.00,0.00
CARA-SALM,16.__2036,0.00,0.00,0.00
CARA-SALM,17.__2037,0.00,0.00,0.00
CARA-SALM,18.__2038,0.00,0.00,0.00
CARA-SALM,19.__2039,0.00,0.00,0.00
CARA-SALM,20.__2040,0.00,0.00,0.00
CARA-SALM,21.__2041,0.00,0.00,0.00
CENT-POZA,01.__2021,"2,250.00",0.00,0.02
CENT-POZA,02.__2022,0.00,0.00,0.00
CENT-POZA,03.__2023,0.00,0.00,0.00
CENT-POZA,04.__2024,0.00,0.00,0.00
CENT-POZA,05.__2025,0.00,0.00,0.00
CENT-POZA,06.__2026,0.00,0.00,0.00
CENT-POZA,07.__2027,0.00,0.00,0.00
CENT-POZA,08.__2028,0.00,0.00,0.00
CENT-POZA,09.__2029,0.00,0.00,0.00
CENT-POZA,10.__2030,0.00,0.00,0.00
CENT-POZA,11.__2031,0.00,0.00,0.00
CENT-POZA,12.__2032,0.00,0.00,0.00
CENT-POZA,13.__2033,0.00,0.00,0.00
CENT-POZA,14.__2034,0.00,0.00,0.00
CENT-POZA,15.__2035,0.00,0.00,0.00
CENT-POZA,16.__2036,0.00,0.00,0.00
CENT-POZA,17.__2037,0.00,0.00,0.00
CENT-POZA,18.__2038,0.00,0.00,0.00
CENT-POZA,19.__2039,0.00,0.00,0.00
CENT-POZA,20.__2040,0.00,0.00,0.00
CENT-POZA,21.__2041,0.00,0.00,0.00
CENT-PUEB,01.__2021,"2,850.00",0.00,0.00
CENT-PUEB,02.__2022,0.00,0.00,0.00
CENT-PUEB,03.__2023,0.00,0.00,0.00
CENT-PUEB,04.__2024,0.00,0.00,0.00
CENT-PUEB,05.__2025,0.00,0.00,0.00
CENT-PUEB,06.__2026,0.00,0.00,0.00
CENT-PUEB,07.__2027,0.00,0.00,0.00
CENT-PUEB,08.__2028,0.00,0.00,0.00
CENT-PUEB,09.__2029,0.00,0.00,0.00
CENT-PUEB,10.__2030,0.00,0.00,0.00
CENT-PUEB,11.__2031,0.00,0.00,0.00
CENT-PUEB,12.__2032,0.00,0.00,0.00
CENT-PUEB,13.__2033,0.00,0.00,0.00
CENT-PUEB,14.__2034,0.00,0.00,0.00
CENT-PUEB,15.__2035,0.00,0.00,0.00
CENT-PUEB,16.__2036,0.00,0.00,0.00
CENT-PUEB,17.__2037,0.00,0.00,0.00
CENT-PUEB,18.__2038,0.00,0.00,0.00
CENT-PUEB,19.__2039,0.00,0.00,0.00
CENT-PUEB,20.__2040,0.00,0.00,0.00
CENT-PUEB,21.__2041,0.00,0.00,0.00
CUL-MAZ,01.__2021,"1,350.00",0.00,0.02
CUL-MAZ,02.__2022,0.00,0.00,0.00
CUL-MAZ,03.__2023,0.00,0.00,0.00
CUL-MAZ,04.__2024,200.00,2.08,223.39
CUL-MAZ,05.__2025,0.00,0.00,0.00
CUL-MAZ,06.__2026,520.00,0.01,0.06
CUL-MAZ,07.__2027,0.00,0.00,0.00
CUL-MAZ,08.__2028,0.00,0.00,0.00
CUL-MAZ,09.__2029,0.00,0.00,0.00
CUL-MAZ,10.__2030,0.00,0.00,0.00
CUL-MAZ,11.__2031,0.00,0.00,0.00
CUL-MAZ,12.__2032,0.00,0.00,0.00
CUL-MAZ,13.__2033,0.00,0.00,0.00
CUL-MAZ,14.__2034,0.00,0.00,0.00
CUL-MAZ,15.__2035,0.00,0.00,0.00
CUL-MAZ,16.__2036,0.00,0.00,0.00
CUL-MAZ,17.__2037,0.00,0.00,0.00
CUL-MAZ,18.__2038,0.00,0.00,0.00
CUL-MAZ,19.__2039,0.00,0.00,0.00
CUL-MAZ,20.__2040,0.00,0.00,0.00
CUL-MAZ,21.__2041,0.00,0.00,0.00
CHET-BELI,01.__2021,55.00,0.04,0.16
CHET-BELI,02.__2022,0.00,0.00,0.00
CHET-BELI,03.__2023,0.00,0.00,0.00
CHET-BELI,04.__2024,0.00,0.00,0.00
CHET-BELI,05.__2025,0.00,0.00,0.00
CHET-BELI,06.__2026,0.00,0.00,0.00
CHET-BELI,07.__2027,0.00,0.00,0.00
CHET-BELI,08.__2028,0.00,0.00,0.00
CHET-BELI,09.__2029,0.00,0.00,0.00
CHET-BELI,10.__2030,0.00,0.00,0.00
CHET-BELI,11.__2031,0.00,0.00,0.00
CHET-BELI,12.__2032,0.00,0.00,0.00
CHET-BELI,13.__2033,0.00,0.00,0.00
CHET-BELI,14.__2034,0.00,0.00,0.00
CHET-BELI,15.__2035,0.00,0.00,0.00
CHET-BELI,16.__2036,0.00,0.00,0.00
CHET-BELI,17.__2037,0.00,0.00,0.00
CHET-BELI,18.__2038,0.00,0.00,0.00
CHET-BELI,19.__2039,0.00,0.00,0.00
CHET-BELI,20.__2040,0.00,0.00,0.00
CHET-BELI,21.__2041,0.00,0.00,0.00
CHIH-CUAU,01.__2021,500.00,0.00,0.02
CHIH-CUAU,02.__2022,0.00,0.00,0.00
CHIH-CUAU,03.__2023,0.00,0.00,0.00
CHIH-CUAU,04.__2024,0.00,0.00,0.00
CHIH-CUAU,05.__2025,0.00,0.00,0.00
CHIH-CUAU,06.__2026,0.00,0.00,0.00
CHIH-CUAU,07.__2027,0.00,0.00,0.00
CHIH-CUAU,08.__2028,0.00,0.00,0.00
CHIH-CUAU,09.__2029,0.00,0.00,0.00
CHIH-CUAU,10.__2030,0.00,0.00,0.00
CHIH-CUAU,11.__2031,0.00,0.00,0.00
CHIH-CUAU,12.__2032,0.00,0.00,0.00
CHIH-CUAU,13.__2033,0.00,0.00,0.00
CHIH-CUAU,14.__2034,0.00,0.00,0.00
CHIH-CUAU,15.__2035,0.00,0.00,0.00
CHIH-CUAU,16.__2036,0.00,0.00,0.00
CHIH-CUAU,17.__2037,0.00,0.00,0.00
CHIH-CUAU,18.__2038,0.00,0.00,0.00
CHIH-CUAU,19.__2039,0.00,0.00,0.00
CHIH-CUAU,20.__2040,0.00,0.00,0.00
CHIH-CUAU,21.__2041,0.00,0.00,0.00
CHIH-RIOE,01.__2021,450.00,0.01,0.14
CHIH-RIOE,02.__2022,0.00,0.00,0.00
CHIH-RIOE,03.__2023,0.00,0.00,0.00
CHIH-RIOE,04.__2024,0.00,0.00,0.00
CHIH-RIOE,05.__2025,0.00,0.00,0.00
CHIH-RIOE,06.__2026,0.00,0.00,0.00
CHIH-RIOE,07.__2027,0.00,0.00,0.00
CHIH-RIOE,08.__2028,0.00,0.00,0.00
CHIH-RIOE,09.__2029,0.00,0.00,0.00
CHIH-RIOE,10.__2030,0.00,0.00,0.00
CHIH-RIOE,11.__2031,0.00,0.00,0.00
CHIH-RIOE,12.__2032,0.00,0.00,0.00
CHIH-RIOE,13.__2033,0.00,0.00,0.00
CHIH-RIOE,14.__2034,0.00,0.00,0.00
CHIH-RIOE,15.__2035,0.00,0.00,0.00
CHIH-RIOE,16.__2036,0.00,0.00,0.00
CHIH-RIOE,17.__2037,0.00,0.00,0.00
CHIH-RIOE,18.__2038,0.00,0.00,0.00
CHIH-RIOE,19.__2039,0.00,0.00,0.00
CHIH-RIOE,20.__2040,0.00,0.00,0.00
CHIH-RIOE,21.__2041,0.00,0.00,0.00
DOGU-CENT,01.__2021,"1,350.00",0.00,0.01
DOGU-CENT,02.__2022,0.00,0.00,0.00
DOGU-CENT,03.__2023,0.00,0.00,0.00
DOGU-CENT,04.__2024,0.00,0.00,0.00
DOGU-CENT,05.__2025,0.00,0.00,0.00
DOGU-CENT,06.__2026,100.00,0.00,0.03
DOGU-CENT,07.__2027,0.00,0.00,0.00
DOGU-CENT,08.__2028,0.00,0.00,0.00
DOGU-CENT,09.__2029,0.00,0.00,0.00
DOGU-CENT,10.__2030,0.00,0.00,0.00
DOGU-CENT,11.__2031,0.00,0.00,0.00
DOGU-CENT,12.__2032,0.00,0.00,0.00
DOGU-CENT,13.__2033,0.00,0.00,0.00
DOGU-CENT,14.__2034,0.00,0.00,0.00
DOGU-CENT,15.__2035,0.00,0.00,0.00
DOGU-CENT,16.__2036,0.00,0.00,0.00
DOGU-CENT,17.__2037,0.00,0.00,0.00
DOGU-CENT,18.__2038,0.00,0.00,0.00
DOGU-CENT,19.__2039,0.00,0.00,0.00
DOGU-CENT,20.__2040,0.00,0.00,0.00
DOGU-CENT,21.__2041,0.00,0.00,0.00
DOGU-LCAR,01.__2021,"2,525.00",0.00,0.01
DOGU-LCAR,02.__2022,0.00,0.00,0.00
DOGU-LCAR,03.__2023,0.00,0.00,0.00
DOGU-LCAR,04.__2024,0.00,0.00,0.00
DOGU-LCAR,05.__2025,0.00,0.00,0.00
DOGU-LCAR,06.__2026,0.00,0.00,0.00
DOGU-LCAR,07.__2027,0.00,0.00,0.00
DOGU-LCAR,08.__2028,0.00,0.00,0.00
DOGU-LCAR,09.__2029,0.00,0.00,0.00
DOGU-LCAR,10.__2030,0.00,0.00,0.00
DOGU-LCAR,11.__2031,0.00,0.00,0.00
DOGU-LCAR,12.__2032,0.00,0.00,0.00
DOGU-LCAR,13.__2033,0.00,0.00,0.00
DOGU-LCAR,14.__2034,0.00,0.00,0.00
DOGU-LCAR,15.__2035,0.00,0.00,0.00
DOGU-LCAR,16.__2036,0.00,0.00,0.00
DOGU-LCAR,17.__2037,0.00,0.00,0.00
DOGU-LCAR,18.__2038,0.00,0.00,0.00
DOGU-LCAR,19.__2039,0.00,0.00,0.00
DOGU-LCAR,20.__2040,0.00,0.00,0.00
DOGU-LCAR,21.__2041,0.00,0.00,0.00
DUR-AGUA,01.__2021,319.00,0.02,0.20
DUR-AGUA,02.__2022,0.00,0.00,0.00
DUR-AGUA,03.__2023,0.00,0.00,0.00
DUR-AGUA,04.__2024,0.00,0.00,0.00
DUR-AGUA,05.__2025,0.00,0.00,0.00
DUR-AGUA,06.__2026,0.00,0.00,0.00
DUR-AGUA,07.__2027,0.00,0.00,0.00
DUR-AGUA,08.__2028,0.00,0.00,0.00
DUR-AGUA,09.__2029,0.00,0.00,0.00
DUR-AGUA,10.__2030,0.00,0.00,0.00
DUR-AGUA,11.__2031,0.00,0.00,0.00
DUR-AGUA,12.__2032,0.00,0.00,0.00
DUR-AGUA,13.__2033,0.00,0.00,0.00
DUR-AGUA,14.__2034,0.00,0.00,0.00
DUR-AGUA,15.__2035,0.00,0.00,0.00
DUR-AGUA,16.__2036,0.00,0.00,0.00
DUR-AGUA,17.__2037,0.00,0.00,0.00
DUR-AGUA,18.__2038,0.00,0.00,0.00
DUR-AGUA,19.__2039,0.00,0.00,0.00
DUR-AGUA,20.__2040,0.00,0.00,0.00
DUR-AGUA,21.__2041,0.00,0.00,0.00
DZT-CANC,01.__2021,0.00,0.00,0.00
DZT-CANC,02.__2022,0.00,0.00,0.00
DZT-CANC,03.__2023,0.00,0.00,0.00
DZT-CANC,04.__2024,0.00,0.00,0.00
DZT-CANC,05.__2025,0.00,0.00,0.00
DZT-CANC,06.__2026,0.00,0.00,0.00
DZT-CANC,07.__2027,0.00,0.00,0.00
DZT-CANC,08.__2028,0.00,0.00,0.00
DZT-CANC,09.__2029,0.00,0.00,0.00
DZT-CANC,10.__2030,0.00,0.00,0.00
DZT-CANC,11.__2031,0.00,0.00,0.00
DZT-CANC,12.__2032,0.00,0.00,0.00
DZT-CANC,13.__2033,0.00,0.00,0.00
DZT-CANC,14.__2034,0.00,0.00,0.00
DZT-CANC,15.__2035,0.00,0.00,0.00
DZT-CANC,16.__2036,0.00,0.00,0.00
DZT-CANC,17.__2037,0.00,0.00,0.00
DZT-CANC,18.__2038,0.00,0.00,0.00
DZT-CANC,19.__2039,0.00,0.00,0.00
DZT-CANC,20.__2040,0.00,0.00,0.00
DZT-CANC,21.__2041,0.00,0.00,0.00
DZT-PILV,01.__2021,225.00,0.00,0.03
DZT-PILV,02.__2022,0.00,0.00,0.00
DZT-PILV,03.__2023,0.00,0.00,0.00
DZT-PILV,04.__2024,285.00,2.24,270.79
DZT-PILV,05.__2025,0.00,0.00,0.00
DZT-PILV,06.__2026,0.00,0.00,0.00
DZT-PILV,07.__2027,0.00,0.00,0.00
DZT-PILV,08.__2028,0.00,0.00,0.00
DZT-PILV,09.__2029,0.00,0.00,0.00
DZT-PILV,10.__2030,0.00,0.00,0.00
DZT-PILV,11.__2031,0.00,0.00,0.00
DZT-PILV,12.__2032,0.00,0.00,0.00
DZT-PILV,13.__2033,0.00,0.00,0.00
DZT-PILV,14.__2034,0.00,0.00,0.00
DZT-PILV,15.__2035,0.00,0.00,0.00
DZT-PILV,16.__2036,0.00,0.00,0.00
DZT-PILV,17.__2037,0.00,0.00,0.00
DZT-PILV,18.__2038,0.00,0.00,0.00
DZT-PILV,19.__2039,0.00,0.00,0.00
DZT-PILV,20.__2040,0.00,0.00,0.00
DZT-PILV,21.__2041,0.00,0.00,0.00
DZT-PLYC,01.__2021,225.00,0.00,0.03
DZT-PLYC,02.__2022,0.00,0.00,0.00
DZT-PLYC,03.__2023,0.00,0.00,0.00
DZT-PLYC,04.__2024,250.00,2.78,336.30
DZT-PLYC,05.__2025,0.00,0.00,0.00
DZT-PLYC,06.__2026,0.00,0.00,0.00
DZT-PLYC,07.__2027,0.00,0.00,0.00
DZT-PLYC,08.__2028,0.00,0.00,0.00
DZT-PLYC,09.__2029,0.00,0.00,0.00
DZT-PLYC,10.__2030,0.00,0.00,0.00
DZT-PLYC,11.__2031,0.00,0.00,0.00
DZT-PLYC,12.__2032,0.00,0.00,0.00
DZT-PLYC,13.__2033,0.00,0.00,0.00
DZT-PLYC,14.__2034,0.00,0.00,0.00
DZT-PLYC,15.__2035,0.00,0.00,0.00
DZT-PLYC,16.__2036,0.00,0.00,0.00
DZT-PLYC,17.__2037,0.00,0.00,0.00
DZT-PLYC,18.__2038,0.00,0.00,0.00
DZT-PLYC,19.__2039,0.00,0.00,0.00
DZT-PLYC,20.__2040,0.00,0.00,0.00
DZT-PLYC,21.__2041,0.00,0.00,0.00
ESCA-CHET,01.__2021,140.00,0.02,0.18
ESCA-CHET,02.__2022,0.00,0.00,0.00
ESCA-CHET,03.__2023,0.00,0.00,0.00
ESCA-CHET,04.__2024,0.00,0.00,0.00
ESCA-CHET,05.__2025,0.00,0.00,0.00
ESCA-CHET,06.__2026,0.00,0.00,0.00
ESCA-CHET,07.__2027,0.00,0.00,0.00
ESCA-CHET,08.__2028,0.00,0.00,0.00
ESCA-CHET,09.__2029,0.00,0.00,0.00
ESCA-CHET,10.__2030,0.00,0.00,0.00
ESCA-CHET,11.__2031,0.00,0.00,0.00
ESCA-CHET,12.__2032,0.00,0.00,0.00
ESCA-CHET,13.__2033,0.00,0.00,0.00
ESCA-CHET,14.__2034,0.00,0.00,0.00
ESCA-CHET,15.__2035,0.00,0.00,0.00
ESCA-CHET,16.__2036,0.00,0.00,0.00
ESCA-CHET,17.__2037,0.00,0.00,0.00
ESCA-CHET,18.__2038,0.00,0.00,0.00
ESCA-CHET,19.__2039,0.00,0.00,0.00
ESCA-CHET,20.__2040,0.00,0.00,0.00
ESCA-CHET,21.__2041,0.00,0.00,0.00
ESCA-LERM,01.__2021,95.00,0.02,0.09
ESCA-LERM,02.__2022,0.00,0.00,0.00
ESCA-LERM,03.__2023,0.00,0.00,0.00
ESCA-LERM,04.__2024,0.00,0.00,0.00
ESCA-LERM,05.__2025,0.00,0.00,0.00
ESCA-LERM,06.__2026,50.00,17.33,858.20
ESCA-LERM,07.__2027,0.00,0.00,0.00
ESCA-LERM,08.__2028,0.00,0.00,0.00
ESCA-LERM,09.__2029,0.00,0.00,0.00
ESCA-LERM,10.__2030,0.00,0.00,0.00
ESCA-LERM,11.__2031,0.00,0.00,0.00
ESCA-LERM,12.__2032,0.00,0.00,0.00
ESCA-LERM,13.__2033,0.00,0.00,0.00
ESCA-LERM,14.__2034,0.00,0.00,0.00
ESCA-LERM,15.__2035,0.00,0.00,0.00
ESCA-LERM,16.__2036,0.00,0.00,0.00
ESCA-LERM,17.__2037,0.00,0.00,0.00
ESCA-LERM,18.__2038,0.00,0.00,0.00
ESCA-LERM,19.__2039,0.00,0.00,0.00
ESCA-LERM,20.__2040,0.00,0.00,0.00
ESCA-LERM,21.__2041,0.00,0.00,0.00
ESCA-MERI,01.__2021,765.00,0.00,0.03
ESCA-MERI,02.__2022,0.00,0.00,0.00
ESCA-MERI,03.__2023,0.00,0.00,0.00
ESCA-MERI,04.__2024,-195.00,"1,000.00","10,000.00"
ESCA-MERI,05.__2025,0.00,0.00,0.00
ESCA-MERI,06.__2026,0.00,0.00,0.00
ESCA-MERI,07.__2027,0.00,0.00,0.00
ESCA-MERI,08.__2028,0.00,0.00,0.00
ESCA-MERI,09.__2029,0.00,0.00,0.00
ESCA-MERI,10.__2030,0.00,0.00,0.00
ESCA-MERI,11.__2031,0.00,0.00,0.00
ESCA-MERI,12.__2032,0.00,0.00,0.00
ESCA-MERI,13.__2033,0.00,0.00,0.00
ESCA-MERI,14.__2034,0.00,0.00,0.00
ESCA-MERI,15.__2035,0.00,0.00,0.00
ESCA-MERI,16.__2036,0.00,0.00,0.00
ESCA-MERI,17.__2037,0.00,0.00,0.00
ESCA-MERI,18.__2038,0.00,0.00,0.00
ESCA-MERI,19.__2039,0.00,0.00,0.00
ESCA-MERI,20.__2040,0.00,0.00,0.00
ESCA-MERI,21.__2041,0.00,0.00,0.00
GRIJ-COAT,01.__2021,"2,100.00",0.00,0.01
GRIJ-COAT,02.__2022,0.00,0.00,0.00
GRIJ-COAT,03.__2023,0.00,0.00,0.00
GRIJ-COAT,04.__2024,0.00,0.00,0.00
GRIJ-COAT,05.__2025,0.00,0.00,0.00
GRIJ-COAT,06.__2026,0.00,0.00,0.00
GRIJ-COAT,07.__2027,0.00,0.00,0.00
GRIJ-COAT,08.__2028,0.00,0.00,0.00
GRIJ-COAT,09.__2029,0.00,0.00,0.00
GRIJ-COAT,10.__2030,0.00,0.00,0.00
GRIJ-COAT,11.__2031,0.00,0.00,0.00
GRIJ-COAT,12.__2032,0.00,0.00,0.00
GRIJ-COAT,13.__2033,0.00,0.00,0.00
GRIJ-COAT,14.__2034,0.00,0.00,0.00
GRIJ-COAT,15.__2035,0.00,0.00,0.00
GRIJ-COAT,16.__2036,0.00,0.00,0.00
GRIJ-COAT,17.__2037,0.00,0.00,0.00
GRIJ-COAT,18.__2038,0.00,0.00,0.00
GRIJ-COAT,19.__2039,0.00,0.00,0.00
GRIJ-COAT,20.__2040,0.00,0.00,0.00
GRIJ-COAT,21.__2041,0.00,0.00,0.00
GRIJ-GUAT,01.__2021,240.00,0.00,0.02
GRIJ-GUAT,02.__2022,0.00,0.00,0.00
GRIJ-GUAT,03.__2023,0.00,0.00,0.00
GRIJ-GUAT,04.__2024,0.00,0.00,0.00
GRIJ-GUAT,05.__2025,0.00,0.00,0.00
GRIJ-GUAT,06.__2026,0.00,0.00,0.00
GRIJ-GUAT,07.__2027,0.00,0.00,0.00
GRIJ-GUAT,08.__2028,0.00,0.00,0.00
GRIJ-GUAT,09.__2029,0.00,0.00,0.00
GRIJ-GUAT,10.__2030,0.00,0.00,0.00
GRIJ-GUAT,11.__2031,0.00,0.00,0.00
GRIJ-GUAT,12.__2032,0.00,0.00,0.00
GRIJ-GUAT,13.__2033,0.00,0.00,0.00
GRIJ-GUAT,14.__2034,0.00,0.00,0.00
GRIJ-GUAT,15.__2035,0.00,0.00,0.00
GRIJ-GUAT,16.__2036,0.00,0.00,0.00
GRIJ-GUAT,17.__2037,0.00,0.00,0.00
GRIJ-GUAT,18.__2038,0.00,0.00,0.00
GRIJ-GUAT,19.__2039,0.00,0.00,0.00
GRIJ-GUAT,20.__2040,0.00,0.00,0.00
GRIJ-GUAT,21.__2041,0.00,0.00,0.00
GRIJ-TABA,01.__2021,"1,152.70",0.00,0.01
GRIJ-TABA,02.__2022,0.00,0.00,0.00
GRIJ-TABA,03.__2023,0.00,0.00,0.00
GRIJ-TABA,04.__2024,0.00,0.00,0.00
GRIJ-TABA,05.__2025,0.00,0.00,0.00
GRIJ-TABA,06.__2026,522.40,0.83,83.37
GRIJ-TABA,07.__2027,0.00,0.00,0.00
GRIJ-TABA,08.__2028,0.00,0.00,0.00
GRIJ-TABA,09.__2029,0.00,0.00,0.00
